library_id	ref_genome	ann_file	ann_file_ver	stranded	sequences	user
470	chicken	GFF3	gff-version 3		470_GCCAAT_L006_R1_001.fastq.gz	old update
84	chicken	GFF3	gff-version 3		84_CTTGTA_L004_R1_001.fastq.gz	old update
301	chicken	GFF3	gff-version 3		301_CGATGT_L001_R1_001.fastq.gz	old update
477	chicken	GFF3	gff-version 3		477_TGACCA_L006_R1_001.fastq.gz	old update
83	chicken	GFF3	gff-version 3		83_CAGATC_L004_R1_001.fastq.gz	old update
638	chicken	GFF3	gff-version 3		638_CGATGT_L005_R1_001.fastq.gz	old update
879	chicken	GFF3	gff-version 3		879_TAGCTT_L001_R1_001.fastq,879_TAGCTT_L001_R2_001.fastq	old update
921	chicken				921_ATCACG_L005_R1_001.fastq,921_ATCACG_L005_R2_001.fastq	old update
553	chicken	GFF3	gff-version 3		553_CTTGTA_L006_R1_001.fastq.gz	old update
225	chicken	GFF3	gff-version 3		225_TGACCA_L006_R1_001.fastq.gz	old update
745	chicken	GFF3	gff-version 3		745_18_GTCCGC_L002_R2_001.fastq,745_18_GTCCGC_L002_R2_001.fastq	old update
576	chicken	GFF3	gff-version 3		576_CGATGT_L004_R1_001.fastq.gz	old update
661	chicken	GFF3	gff-version 3		661_CGATGT_L003_R1_001.fastq.gz	old update
200	chicken	GFF3	gff-version 3		200_CGATGT_L007_R1_001.fastq.gz	old update
739	chicken	GFF3	gff-version 3		739_AGTCAA_L001_R2_001.fastq,739_AGTCAA_L001_R2_001.fastq	old update
358	chicken	GFF3	gff-version 3		358_fil.fq.gz	old update
389	chicken	GFF3	gff-version 3		389_fil.fq.gz	old update
903	chicken				903_ATCACG_L003_R1_001.fastq,903_ATCACG_L003_R2_001.fastq	old update
666	chicken	GFF3	gff-version 3		666_CTTGTA_L003_R1_001.fastq.gz	old update
70	chicken	GFF3	gff-version 3		70_CGATGT_L008_R1_001.fastq.gz	old update
323	chicken	GFF3	gff-version 3		323_fil.fq.gz	old update
484	chicken	GFF3	gff-version 3		484_TGACCA_L001_R1_001.fastq.gz	old update
455	chicken	GFF3	gff-version 3		455_TGACCA_L002_R1_001.fastq.gz	old update
827	chicken				827_GTGAAA_L004_R1_001.fastq	old update
668	chicken	GFF3	gff-version 3		668_AGTTCC_L004_R1_001.fastq.gz	old update
884	chicken	GFF3	gff-version 3		884_GAGTGG_L001_R1_001.fastq,884_GAGTGG_L001_R2_001.fastq	old update
351	chicken	GFF3	gff-version 3		351_fil.fq.gz	old update
380	chicken	GFF3	gff-version 3		380_fil.fq.gz	old update
503	chicken	GFF3	gff-version 3		503_CGATGT_L007_R1_001.fastq.gz	old update
614	chicken	GFF3	gff-version 3		614_CAGATC_L003_R1_001.fastq.gz	old update
275	chicken	GFF3	gff-version 3		275_CTTGTA_L007_R1_001.fastq.gz	old update
504	chicken	GFF3	gff-version 3		504_TGACCA_L007_R1_001.fastq.gz	old update
613	chicken	GFF3	gff-version 3		613_GCCAAT_L003_R1_001.fastq.gz	old update
79	chicken	GFF3	gff-version 3		79_CGATGT_L004_R1_001.fastq.gz	old update
272	chicken	GFF3	gff-version 3		272_ACAGTG_L007_R1_001.fastq.gz	old update
578	chicken	GFF3	gff-version 3		578_ACAGTG_L004_R1_001.fastq.gz	old update
737	chicken	GFF3	gff-version 3		737_CAGATC_L001_R1_001.fastq,737_CAGATC_L001_R1_001.fastq	old update
356	chicken	GFF3	gff-version 3		356_fil.fq.gz	old update
883	chicken	GFF3	gff-version 3		883_CGTACG_L001_R1_001.fastq,883_CGTACG_L001_R2_001.fastq	old update
387	chicken	GFF3	gff-version 3		387_fil.fq.gz	old update
992	chicken				992_AGTCAA_L002_R1_001.fastq,992_AGTCAA_L002_R2_001.fastq	old update
626	chicken	GFF3	gff-version 3		626_CGATGT_L005_R1_001.fastq.gz	old update
531	chicken	GFF3	gff-version 3		531_GTGAAA_L005_R1_001.fastq.gz	old update
469	chicken	GFF3	gff-version 3		469_CGATGT_L006_R1_001.fastq.gz	old update
867	chicken				867_CTTGTA_L001_R1_001.fastq,867_CTTGTA_L001_R2_001.fastq	old update
363	chicken	GFF3	gff-version 3		363_GCTG.fastq.gz	old update
364	chicken	GFF3	gff-version 3		364_TGCT.fastq.gz	old update
240	chicken	GFF3	gff-version 3		240_ACAGTG_L008_R1_001.fastq.gz	old update
186	chicken	GFF3	gff-version 3		186_CGATGT_L001_R1_001.fastq.gz	old update
621	chicken	GFF3	gff-version 3		621_AGTTCC_L004_R1_001.fastq.gz	old update
232	chicken	GFF3	gff-version 3		232_ACAGTG_L007_R1_001.fastq.gz	old update
595	chicken	GFF3	gff-version 3		595_TGACCA_L007_R1_001.fastq.gz	old update
653	chicken	GFF3	gff-version 3		653_AGTCAA_L002_R1_001.fastq.gz	old update
682	chicken	GFF3	gff-version 3		682_GTGAAA_L005_R1_001.fastq.gz	old update
936	chicken				936_GAGTGG_L006_R1_001.fastq,936_GAGTGG_L006_R2_001.fastq	old update
544	chicken	GFF3	gff-version 3		544_CCGTCC_L007_R1_001.fastq.gz	old update
188	chicken	GFF3	gff-version 3		188_ACAGTG_L001_R1_001.fastq.gz	old update
538	chicken	GFF3	gff-version 3		538_AGTCAA_L002_R1_001.fastq.gz	old update
460	chicken	GFF3	gff-version 3		460_GTGAAA_L002_R1_001.fastq.gz	old update
628	chicken	GFF3	gff-version 3		628_CAGATC_L005_R1_001.fastq.gz	old update
592	chicken	GFF3	gff-version 3		592_AGTCAA_L007_R1_001.fastq.gz	old update
235	chicken	GFF3	gff-version 3		235_CTTGTA_L007_R1_001.fastq.gz	old update
654	chicken	GFF3	gff-version 3		654_AGTTCC_L002_R1_001.fastq.gz	old update
685	chicken	GFF3	gff-version 3		685_GTCCGC_L006_R1_001.fastq.gz	old update
543	chicken	GFF3	gff-version 3		543_GTGAAA_L007_R1_001.fastq.gz	old update
931	chicken				931_TAGCTT_L006_R1_001.fastq,931_TAGCTT_L006_R2_001.fastq	old update
869	chicken				869_AGTTCC_L001_R1_001.fastq,869_AGTTCC_L001_R2_001.fastq	old update
476	chicken	GFF3	gff-version 3		476_AGTCAA_L006_R1_001.fastq.gz	old update
82	chicken	GFF3	gff-version 3		82_GCCAAT_L004_R1_001.fastq.gz	old update
552	chicken	GFF3	gff-version 3		552_GCCAAT_L006_R1_001.fastq.gz	old update
224	chicken	GFF3	gff-version 3		224_CGATGT_L006_R1_001.fastq.gz	old update
583	chicken	GFF3	gff-version 3		583_GTCCGC_L001_R1_001.fastq.gz	old update
927	chicken				927_GTGGCC_L005_R1_001.fastq,927_GTGGCC_L005_R2_001.fastq	old update
584	chicken	GFF3	gff-version 3		584_GTGAAA_L001_R1_001.fastq.gz	old update
471	chicken	GFF3	gff-version 3		471_CAGATC_L006_R1_001.fastq.gz	old update
529	chicken	GFF3	gff-version 3		529_CCGTCC_L005_R1_001.fastq.gz	old update
375	chicken	GFF3	gff-version 3		375_CTTGTA_L004_R1_001.fastq.gz	old update
26	chicken	GFF3	gff-version 3		26.fastq.gz	old update
527	chicken	GFF3	gff-version 3		527_CAGATC_L007_R1_001.fastq.gz	old update
955	chicken				955_TAGCTT_L001_R1_001.fastq,955_TAGCTT_L001_R2_001.fastq	old update
984	chicken				984_GCCAAT_L007_R1_001.fastq,984_GCCAAT_L007_R2_001.fastq	old update
630	chicken	GFF3	gff-version 3		630_AGTTCC_L005_R1_001.fastq.gz	old update
983	chicken				983_ACAGTG_L007_R1_001.fastq,983_ACAGTG_L007_R2_001.fastq	old update
190	chicken	GFF3	gff-version 3		190_CAGATC_L001_R1_001.fastq.gz	old update
637	chicken	GFF3	gff-version 3		637_TGACCA_L005_R1_001.fastq.gz	old update
372	chicken	GFF3	gff-version 3		372_ACAGTG_L004_R1_001.fastq.gz	old update
713	chicken				713_CTTGTA_L005_R1_001.fastq	old update
515	chicken	GFF3	gff-version 3		515_GTGAAA_L006_R1_001.fastq.gz	old update
843	chicken				843_CGATGT_L002_R1_001.fastq	old update
726	chicken	GFF3	gff-version 3		726_AGTTCC_L005_R1_001.fastq,726_AGTTCC_L005_R1_001.fastq	old update
347	chicken	GFF3	gff-version 3		347_fil.fq.gz	old update
569	chicken	GFF3	gff-version 3		569_AGTCAA_L003_R1_001.fastq.gz	old update
391	chicken	GFF3	gff-version 3		391_fil.fq.gz	old update
844	chicken				844_CCGTCC_L002_R1_001.fastq	old update
721	chicken	GFF3	gff-version 3		721_CGATGT_L005_R1_001.fastq.gz	old update
340	chicken	GFF3	gff-version 3		340_fil.fq.gz	old update
895	chicken				895_GGCTAC_L002_R1_001.fastq,895_GGCTAC_L002_R2_001.fastq	old update
679	chicken	GFF3	gff-version 3		679_ATGTCA_L005_R1_001.fastq.gz	old update
218	chicken	GFF3	gff-version 3		218_TGACCA_L005_R1_001.fastq.gz	old update
512	chicken	GFF3	gff-version 3		512_ATGTCA_L006_R1_001.fastq.gz	old update
960	chicken				960_ACTGAT_L001_R1_001.fastq,960_ACTGAT_L001_R2_001.fastq	old update
438	chicken	GFF3	gff-version 3		438_GCCAAT_L006_R1_001.fastq.gz	old update
677	chicken	GFF3	gff-version 3		677_AGTCAA_L005_R1_001.fastq.gz	old update
560	chicken	GFF3	gff-version 3		560_ATGTCA_L005_R1_001.fastq.gz	old update
912	chicken				912_ATCACG_L004_R1_001.fastq,912_ATCACG_L004_R2_001.fastq	old update
836	chicken				836_ACAGTG_L003_R1_001.fastq	old update
332	chicken	GFF3	gff-version 3		332_fil.fq.gz	old update
443	chicken	GFF3	gff-version 3		443_AGTCAA_L001_R1_001.fastq.gz	old update
335	chicken	GFF3	gff-version 3		335_fil.fq.gz	old update
492	chicken	GFF3	gff-version 3		492_CAGATC_L005_R1_001.fastq.gz	old update
728	chicken	GFF3	gff-version 3		728_CCGTCC_L005_R1_001.fastq.gz	old update
349	chicken	GFF3	gff-version 3		349_fil.fq.gz	old update
670	chicken	GFF3	gff-version 3		670_CCGTCC_L004_R1_001.fastq.gz	old update
211	chicken	GFF3	gff-version 3		211_TGACCA_L004_R1_001.fastq.gz	old update
915	chicken				915_GATCAG_L004_R1_001.fastq,915_GATCAG_L004_R2_001.fastq	old update
719	chicken	GFF3	gff-version 3		719_GTCCGC_L005_R1_001.fastq.gz	old update
378	chicken	GFF3	gff-version 3		378_fil.fq.gz	old update
556	chicken	GFF3	gff-version 3		556_GTCCGC_L005_R1_001.fastq.gz	old update
587	chicken	GFF3	gff-version 3		587_ATGTCA_L001_R1_001.fastq.gz	old update
220	chicken	GFF3	gff-version 3		220_GCCAAT_L005_R1_001.fastq.gz	old update
304	chicken	GFF3	gff-version 3		304_GCCAAT_L001_R1_001.fastq.gz	old update
472	chicken	GFF3	gff-version 3		472_ACAGTG_L006_R1_001.fastq.gz	old update
958	chicken				958_CGTACG_L001_R1_001.fastq,958_CGTACG_L001_R2_001.fastq	old update
303	chicken	GFF3	gff-version 3		303_ACAGTG_L001_R1_001.fastq.gz	old update
807	chicken				807_ACTTGA_L006_R1_001.fastq	old update
81	chicken	GFF3	gff-version 3		81_ACAGTG_L004_R1_001.fastq.gz	old update
551	chicken	GFF3	gff-version 3		551_AGTCAA_L006_R1_001.fastq.gz	old update
227	chicken	GFF3	gff-version 3		227_GCCAAT_L006_R1_001.fastq.gz	old update
580	chicken	GFF3	gff-version 3		580_CAGATC_L004_R1_001.fastq.gz	old update
809	chicken				809_TAGCTT_L006_R1_001.fastq	old update
523	chicken	GFF3	gff-version 3		523_AGTCAA_L007_R1_001.fastq.gz	old update
634	chicken	GFF3	gff-version 3		634_ACAGTG_L005_R1_001.fastq.gz	old update
710	chicken				710_ACAGTG_L005_R1_001.fastq	old update
371	chicken	GFF3	gff-version 3		371_TGACCA_L004_R1_001.fastq.gz	old update
648	chicken	GFF3	gff-version 3		648_TGACCA_L006_R1_001.fastq.gz	old update
229	chicken	GFF3	gff-version 3		229_CTTGTA_L006_R1_001.fastq.gz	old update
717	chicken	GFF3	gff-version 3		717_AGTTCC_L005_R1_001.fastq.gz	old update
376	chicken	GFF3	gff-version 3		376_fil.fq.gz	old update
558	chicken	GFF3	gff-version 3		558_CCGTCC_L005_R1_001.fastq.gz	old update
956	chicken				956_GGCTAC_L001_R1_001.fastq,956_GGCTAC_L001_R2_001.fastq	old update
524	chicken	GFF3	gff-version 3		524_TGACCA_L007_R1_001.fastq.gz	old update
987	chicken				987_AGTCAA_L007_R1_001.fastq,987_AGTCAA_L007_R2_001.fastq	old update
392	chicken	GFF3	gff-version 3		392_fil.fq.gz	old update
343	chicken	GFF3	gff-version 3		343_fil.fq.gz	old update
722	chicken	GFF3	gff-version 3		722_ATGTCA_L005_R1_001.fastq	old update
449	chicken	GFF3	gff-version 3		449_ATGTCA_L001_R1_001.fastq.gz	old update
498	chicken	GFF3	gff-version 3		498_ACAGTG_L005_R1_001.fastq.gz	old update
511	chicken	GFF3	gff-version 3		511_AGTTCC_L006_R1_001.fastq.gz	old update
344	chicken	GFF3	gff-version 3		344_fil.fq.gz	old update
725	chicken	GFF3	gff-version 3		725_AGTCAA_L005_R1_001.fastq,725_AGTCAA_L005_R1_001.fastq	old update
17	chicken	GFF3	gff-version 3		17_ACAGTG_L004_R1_001.fastq.gz	old update
918	chicken				918_GTGGCC_L004_R1_001.fastq,918_GTGGCC_L004_R2_001.fastq	old update
440	chicken	GFF3	gff-version 3		440_CTTGTA_L006_R1_001.fastq.gz	old update
336	chicken	GFF3	gff-version 3		336_fil.fq.gz	old update
491	chicken	GFF3	gff-version 3		491_CCGTCC_L001_R1_001.fastq.gz	old update
19	chicken	GFF3	gff-version 3		19_CGATGT_L004_R1_001.fastq.gz	old update
212	chicken	GFF3	gff-version 3		212_ACAGTG_L004_R1_001.fastq.gz	old update
564	chicken	GFF3	gff-version 3		564_AGTTCC_L002_R1_001.fastq.gz	old update
215	chicken	GFF3	gff-version 3		215_CTTGTA_L004_R1_001.fastq.gz	old update
563	chicken	GFF3	gff-version 3		563_AGTCAA_L002_R1_001.fastq.gz	old update
447	chicken	GFF3	gff-version 3		447_GCCAAT_L001_R1_001.fastq.gz	old update
496	chicken	GFF3	gff-version 3		496_CGATGT_L005_R1_001.fastq.gz	old update
572	chicken	GFF3	gff-version 3		572_ATGTCA_L003_R1_001.fastq.gz	old update
900	chicken				900_GAGTGG_L003_R1_001.fastq,900_GAGTGG_L003_R2_001.fastq	old update
204	chicken	GFF3	gff-version 3		204_CAGATC_L007_R1_001.fastq.gz	old update
665	chicken	GFF3	gff-version 3		665_CAGATC_L003_R1_001.fastq.gz	old update
73	chicken	GFF3	gff-version 3		73_TGACCA_L008_R1_001.fastq.gz	old update
619	chicken	GFF3	gff-version 3		619_ATGTCA_L004_R1_001.fastq.gz	old update
320	chicken	GFF3	gff-version 3		320_fil.fq.gz	old update
487	chicken	GFF3	gff-version 3		487_AGTTCC_L001_R1_001.fastq.gz	old update
741	chicken	GFF3	gff-version 3		741_ATGTCA_L001_R2_001.fastq,741_ATGTCA_L001_R2_001.fastq	old update
456	chicken	GFF3	gff-version 3		456_ACAGTG_L002_R1_001.fastq.gz	old update
480	chicken	GFF3	gff-version 3		480_TGACCA_L005_R1_001.fastq.gz	old update
327	chicken	GFF3	gff-version 3		327_fil.fq.gz	old update
451	chicken	GFF3	gff-version 3		451_GTCCGC_L001_R1_001.fastq.gz	old update
203	chicken	GFF3	gff-version 3		203_GCCAAT_L007_R1_001.fastq.gz	old update
662	chicken	GFF3	gff-version 3		662_TGACCA_L003_R1_001.fastq.gz	old update
507	chicken	GFF3	gff-version 3		507_CAGATC_L007_R1_001.fastq.gz	old update
271	chicken	GFF3	gff-version 3		271_TGACCA_L007_R1_001.fastq.gz	old update
329	chicken	GFF3	gff-version 3		329_fil.fq.gz	old update
355	chicken	GFF3	gff-version 3		355_fil.fq.gz	old update
880	chicken				880_GGCTAC_L001_R1_001.fastq,880_GGCTAC_L001_R2_001.fastq	old update
734	chicken	GFF3	gff-version 3		734_TGACCA_L001_R2_001.fastq,734_TGACCA_L001_R2_001.fastq	old update
384	chicken	GFF3	gff-version 3		384_fil.fq.gz	old update
352	chicken	GFF3	gff-version 3		352_fil.fq.gz	old update
383	chicken	GFF3	gff-version 3		383_fil.fq.gz	old update
500	chicken	GFF3	gff-version 3		500_CAGATC_L005_R1_001.fastq.gz	old update
617	chicken	GFF3	gff-version 3		617_GCCAAT_L004_R1_001.fastq.gz	old update
489	chicken	GFF3	gff-version 3		489_AGTTCC_L002_R1_001.fastq.gz	old update
458	chicken	GFF3	gff-version 3		458_CAGATC_L002_R1_001.fastq.gz	old update
549	chicken	GFF3	gff-version 3		549_AGTTCC_L006_R1_001.fastq.gz	old update
863	chicken				863_TGACCA_L001_R1_001.fastq,863_TGACCA_L001_R2_001.fastq	old update
622	chicken	GFF3	gff-version 3		622_TGACCA_L004_R1_001.fastq.gz	old update
243	chicken	GFF3	gff-version 3		243_CTTGTA_L008_R1_001.fastq.gz	old update
99	chicken	GFF3	gff-version 3		99_CAGATC_L007_R1_001.fastq.gz	old update
238	chicken	GFF3	gff-version 3		238_CGATGT_L008_R1_001.fastq.gz	old update
688	chicken	GFF3	gff-version 3		688_CCGTCC_L006_R1_001.fastq.gz	old update
864	chicken				864_ACAGTG_L001_R1_001.fastq,864_ACAGTG_L001_R2_001.fastq	old update
657	chicken	GFF3	gff-version 3		657_GTCCGC_L002_R1_001.fastq.gz	old update
591	chicken	GFF3	gff-version 3		591_CTTGTA_L007_R1_001.fastq.gz	old update
236	chicken	GFF3	gff-version 3		236_GCCAAT_L007_R1_001.fastq.gz	old update
932	chicken				932_GGCTAC_L006_R1_001.fastq,932_GGCTAC_L006_R2_001.fastq	old update
540	chicken	GFF3	gff-version 3		540_GTCCGC_L002_R1_001.fastq.gz	old update
686	chicken	GFF3	gff-version 3		686_GTGAAA_L006_R1_001.fastq.gz	old update
650	chicken	GFF3	gff-version 3		650_GCCAAT_L006_R1_001.fastq.gz	old update
231	chicken	GFF3	gff-version 3		231_CGATGT_L007_R1_001.fastq.gz	old update
547	chicken	GFF3	gff-version 3		547_TGACCA_L007_R1_001.fastq.gz	old update
935	chicken				935_CGTACG_L006_R1_001.fastq,935_CGTACG_L006_R2_001.fastq	old update
681	chicken	GFF3	gff-version 3		681_GTCCGC_L005_R1_001.fastq.gz	old update
708	chicken				708_CGATGT_L005_R1_001.fastq	old update
97	chicken	GFF3	gff-version 3		97_ACAGTG_L007_R1_001.fastq.gz	old update
811	chicken				811_GAGTGG_L006_R1_001.fastq	old update
774	chicken				774_GCCAAT_L008_R1_001.fastq	old update
899	chicken				899_CGTACG_L003_R1_001.fastq,899_CGTACG_L003_R2_001.fastq	old update
214	chicken	GFF3	gff-version 3		214_CAGATC_L004_R1_001.fastq.gz	old update
675	chicken	GFF3	gff-version 3		675_CAGATC_L005_R1_001.fastq.gz	old update
562	chicken	GFF3	gff-version 3		562_CTTGTA_L002_R1_001.fastq.gz	old update
446	chicken	GFF3	gff-version 3		446_ACAGTG_L001_R1_001.fastq.gz	old update
834	chicken				834_CTTGTA_L003_R1_001.fastq	old update
